X,CH1,CH2,Start,Increment,,Max,Min,Amp
Sequence,Volt,Volt,-0.0115600000,0.0000010000,,0.047200,-0.0516,0.049399999999999999
605,-0.160000,-0.024800,,,,,,
606,-0.160000,-0.022800,,,,,,
607,-0.160000,-0.023600,,,,,,
608,-0.160000,-0.022800,,,,,,
609,-0.160000,-0.024000,,,,,,
610,-0.320000,-0.024800,,,,,,
611,-0.160000,-0.022400,,,,,,
612,-0.320000,-0.024000,,,,,,
613,-0.320000,-0.025200,,,,,,
614,-0.320000,-0.025200,,,,,,
615,-0.320000,-0.024800,,,,,,
616,-0.320000,-0.026000,,,,,,
617,-0.320000,-0.024800,,,,,,
618,-0.320000,-0.025200,,,,,,
619,-0.320000,-0.024000,,,,,,
620,-0.320000,-0.024800,,,,,,
621,-0.320000,-0.025200,,,,,,
622,-0.320000,-0.026000,,,,,,
623,-0.320000,-0.025200,,,,,,
624,-0.320000,-0.023600,,,,,,
625,-0.320000,-0.026000,,,,,,
626,-0.320000,-0.026000,,,,,,
627,-0.320000,-0.025200,,,,,,
628,-0.320000,-0.025200,,,,,,
629,-0.320000,-0.027200,,,,,,
630,-0.320000,-0.025200,,,,,,
631,-0.320000,-0.024800,,,,,,
632,-0.320000,-0.024800,,,,,,
633,-0.320000,-0.025200,,,,,,
634,-0.320000,-0.027200,,,,,,
635,-0.320000,-0.026000,,,,,,
636,-0.320000,-0.025200,,,,,,
637,-0.320000,-0.026000,,,,,,
638,-0.320000,-0.025200,,,,,,
639,-0.320000,-0.024000,,,,,,
640,-0.320000,-0.027200,,,,,,
641,-0.320000,-0.026400,,,,,,
642,-0.320000,-0.024800,,,,,,
643,-0.320000,-0.024800,,,,,,
644,-0.320000,-0.024800,,,,,,
645,-0.320000,-0.025200,,,,,,
646,-0.320000,-0.024000,,,,,,
647,-0.320000,-0.026000,,,,,,
648,-0.320000,-0.026000,,,,,,
649,-0.320000,-0.024800,,,,,,
650,-0.320000,-0.024800,,,,,,
651,-0.320000,-0.025200,,,,,,
652,-0.320000,-0.026000,,,,,,
653,-0.320000,-0.025200,,,,,,
654,-0.320000,-0.027200,,,,,,
655,-0.320000,-0.026000,,,,,,
656,-0.320000,-0.025200,,,,,,
657,-0.320000,-0.024800,,,,,,
658,-0.320000,-0.025200,,,,,,
659,-0.320000,-0.025200,,,,,,
660,-0.320000,-0.024800,,,,,,
661,-0.320000,-0.026000,,,,,,
662,-0.320000,-0.026000,,,,,,
663,-0.320000,-0.024000,,,,,,
664,-0.320000,-0.023600,,,,,,
665,-0.320000,-0.026000,,,,,,
666,-0.320000,-0.024000,,,,,,
667,-0.320000,-0.024800,,,,,,
668,-0.320000,-0.026400,,,,,,
669,-0.400000,-0.023600,,,,,,
670,-0.400000,-0.024000,,,,,,
671,-0.400000,-0.024000,,,,,,
672,-0.400000,-0.025200,,,,,,
673,-0.400000,-0.025200,,,,,,
674,-0.400000,-0.026000,,,,,,
675,-0.400000,-0.026000,,,,,,
676,-0.400000,-0.026400,,,,,,
677,-0.400000,-0.024800,,,,,,
678,-0.400000,-0.026400,,,,,,
679,-0.400000,-0.028400,,,,,,
680,-0.400000,-0.026000,,,,,,
681,-0.400000,-0.028400,,,,,,
682,-0.400000,-0.026000,,,,,,
683,-0.400000,-0.026400,,,,,,
684,-0.400000,-0.027200,,,,,,
685,-0.400000,-0.028800,,,,,,
686,-0.400000,-0.028800,,,,,,
687,-0.400000,-0.027600,,,,,,
688,-0.400000,-0.027600,,,,,,
689,-0.400000,-0.027600,,,,,,
690,-0.400000,-0.028400,,,,,,
691,-0.400000,-0.027200,,,,,,
692,-0.400000,-0.028400,,,,,,
693,-0.400000,-0.026000,,,,,,
694,-0.400000,-0.027200,,,,,,
695,-0.400000,-0.026400,,,,,,
696,-0.400000,-0.025200,,,,,,
697,-0.400000,-0.027200,,,,,,
698,-0.400000,-0.027600,,,,,,
699,-0.400000,-0.025200,,,,,,
700,-0.400000,-0.027200,,,,,,
